seq,sub_seq,conference,year,Long / Short /Stud,author,title & author,section,src,# of sentence,,
415,,,,,"Shujian Yu, Kristoffer Wickstrøm, Robert Jenssen, Jose C. Principe",Understanding convolutional neural networks,abstract,https://arxiv.org/abs/1804.06537,,,
416,,,,,"Bobak Shahriari, Kevin Swersky, Ziyu Wang, Ryan P. Adams, Nando de Freitas",Taking the human out of the loop: A review of bayesian optimization,abstract,https://ieeexplore.ieee.org/document/7352306,,,
417,,,,,Alex Graves,Adaptive computation time for recurrent neural networks,abstract,https://arxiv.org/abs/1603.08983,,,
418,,,,,"Gao Huang, Zhuang Liu, Laurens van der Maaten, Kilian Q. Weinberger",Densely connected convolutional networks,abstract,https://arxiv.org/abs/1608.06993,,,
419,,,,,"Ross Girshick, Jeff Donahue, Trevor Darrell, Jitendra Malik",Region-based convolutional networks for accurate object detection and segmentation,abstract,https://ieeexplore.ieee.org/document/7112511,,,
420,,,,,"Vincent Dumoulin, Ishmael Belghazi, Ben Poole, Olivier Mastropietro, Alex Lamb, Martin Arjovsky, Aaron Courville",Adversarially learned inference,abstract,https://arxiv.org/abs/1606.00704,,,
421,,,,,"Bhuwan Dhingra, Zhilin Yang, William W. Cohen, Ruslan Salakhutdinov",Linguistic Knowledge as Memory for Recurrent Neural Networks,abstract,https://arxiv.org/abs/1703.02620v1,,,
422,,,,,"Zhihui Su, Ming Ye, Guohui Zhang, Lei Dai, Jianda Sheng",Cascade Feature Aggregation for Human Pose Estimation,abstract,https://arxiv.org/abs/1902.07837v3,,,
423,,,,,"Xi Peng, Zhiqiang Tang, Fei Yang, Rogerio Feris, Dimitris Metaxas",Jointly Optimize Data Augmentation and Network Training: Adversarial Data Augmentation in Human Pose Estimation,abstract,https://arxiv.org/abs/1805.09707v1,,,
424,,,,,"Gyeongsik Moon, Ju Yong Chang, Kyoung Mu Lee",V2V-PoseNet: Voxel-to-Voxel Prediction Network for Accurate 3D Hand and Human Pose Estimation from a Single Depth Map,abstract,https://arxiv.org/abs/1711.07399v3,,,
425,,,,,"Ke Sun, Bin Xiao, Dong Liu, Jingdong Wang",Deep High-Resolution Representation Learning for Human Pose Estimation,abstract,https://arxiv.org/abs/1902.09212v1,,,
426,,,,,"Lu Yang, Qing Song, Zhihui Wang, Ming Jiang",Parsing R-CNN for Instance-Level Human Analysis,abstract,https://arxiv.org/abs/1811.12596v1,,,
427,,,,,"Alejandro Newell, Kaiyu Yang, Jia Deng",Stacked Hourglass Networks for Human Pose Estimation,abstract,https://arxiv.org/abs/1603.06937v2,,,
428,,,,,"Fu Xiong, Boshen Zhang, Yang Xiao, Zhiguo Cao, Taidong Yu, Joey Tianyi Zhou, Junsong Yuan",A2J: Anchor-to-Joint Regression Network for 3D Articulated Pose Estimation from a Single Depth Image,abstract,https://arxiv.org/abs/1908.09999v1,,,
429,,,,,"Yang Song, Stefano Ermon",Generative Modeling by Estimating Gradients of the Data Distribution,abstract,https://arxiv.org/abs/1907.05600v1,,,
430,,,,,"Rewon Child, Scott Gray, Alec Radford, Ilya Sutskever",Generating Long Sequences with Sparse Transformers,abstract,https://openai.com/blog/sparse-transformer/,,,
431,,,,,"Chieh Hubert Lin, Chia-Che Chang, Yu-Sheng Chen, Da-Cheng Juan, Wei Wei, Hwann-Tzong Chen",COCO-GAN: Generation by Parts via Conditional Coordinating,abstract,https://arxiv.org/abs/1904.00284v3,,,
432,,,,,"Ricky T. Q. Chen, Jens Behrmann, David Duvenaud, Jörn-Henrik Jacobsen",Residual Flows for Invertible Generative Modeling,abstract,https://arxiv.org/abs/1906.02735v3,,,
433,,,,,"Tuomas Kynkäänniemi, Tero Karras, Samuli Laine, Jaakko Lehtinen, Timo Aila",Improved Precision and Recall Metric for Assessing Generative Models,abstract,https://arxiv.org/abs/1904.06991v2,,,
434,,,,,Alexia Jolicoeur-Martineau,The relativistic discriminator: a key element missing from standard GAN,abstract,https://arxiv.org/abs/1807.00734v3,,,
435,,,,,"Heinrich Küttler, Nantas Nardelli, Thibaut Lavril, Marco Selvatici, Viswanath Sivakumar, Tim Rocktäschel, Edward Grefenstette",TorchBeast: A PyTorch Platform for Distributed RL,abstract,https://arxiv.org/abs/1910.03552v1,,,
436,,,,,"Karim Iskakov, Egor Burkov, Victor Lempitsky, Yury Malkov",Learnable Triangulation of Human Pose,abstract,https://arxiv.org/abs/1905.05754v1,,,
437,,,,,"Aiden Nibali, Zhen He, Stuart Morgan, Luke Prendergast",3D Human Pose Estimation with 2D Marginal Heatmaps,abstract,https://arxiv.org/abs/1806.01484v2,,,
438,,,,,"Yuanlu Xu, Wenguan Wang, Xiaobai Liu, Jianwen Xie, Song-Chun Zhu",Learning Pose Grammar for Monocular 3D Pose Estimation,abstract,http://www.stat.ucla.edu/~jxie/personalpage_file/publications/3dpose_pami19.pdf,,,
439,,,,,"Haibo Qiu, Chunyu Wang, Jingdong Wang, Naiyan Wang, Wenjun Zeng",Cross View Fusion for 3D Human Pose Estimation,abstract,https://arxiv.org/abs/1909.01203v1,,,
440,,,,,"Julieta Martinez, Rayat Hossain, Javier Romero, James J. Little",A simple yet effective baseline for 3d human pose estimation,abstract,https://arxiv.org/abs/1705.03098v2,,,
441,,,,,"Nikos Kolotouros, Georgios Pavlakos, Michael J. Black, Kostas Daniilidis",Learning to Reconstruct 3D Human Pose and Shape via Model-fitting in the Loop,abstract,https://arxiv.org/abs/1909.12828v1,,,
442,,,,,"Xiao Sun, Chuankang Li, Stephen Lin",An Integral Pose Regression System for the ECCV2018 PoseTrack Challenge,abstract,https://arxiv.org/abs/1809.06079v1,,,
443,,,,,Francesc Moreno-Noguer,3D Human Pose Estimation from a Single Image via Distance Matrix Regression,abstract,https://arxiv.org/abs/1611.09010v1,,,
444,,,,,"Gyeongsik Moon, Ju Yong Chang, Kyoung Mu Lee",PoseFix: Model-agnostic General Human Pose Refinement Network,abstract,https://arxiv.org/abs/1812.03595v3,,,
445,,,,,"Georgios Pavlakos, Xiaowei Zhou, Aaron Chan, Konstantinos G. Derpanis, Kostas Daniilidis",6-DoF Object Pose from Semantic Keypoints,abstract,https://arxiv.org/abs/1703.04670v1,,,
446,,,,,"Chengde Wan, Thomas Probst, Luc Van Gool, Angela Yao",Dense 3D Regression for Hand Pose Estimation,abstract,https://arxiv.org/abs/1711.08996v1,,,
447,,,,,"Supasorn Suwajanakorn, Noah Snavely, Jonathan Tompson, Mohammad Norouzi",Discovery of Latent 3D Keypoints via End-to-end Geometric Reasoning,abstract,https://arxiv.org/abs/1807.03146v2,,,
448,,,,,"Hao-Shu Fang, Shuqin Xie, Yu-Wing Tai, Cewu Lu",RMPE: Regional Multi-person Pose Estimation,abstract,https://arxiv.org/abs/1612.00137v5,,,
449,,,,,"Martín Abadi, Ashish Agarwal, Paul Barham, Eugene Brevdo, Zhifeng Chen, Craig Citro, Greg S. Corrado, Andy Davis, Jeffrey Dean, Matthieu Devin, Sanjay Ghemawat, Ian Goodfellow, Andrew Harp, Geoffrey Irving, Michael Isard, Yangqing Jia, Rafal Jozefowicz, Lukasz Kaiser, Manjunath Kudlur, Josh Levenberg, Dan Mane, Rajat Monga, Sherry Moore, Derek Murray, Chris Olah, Mike Schuster, Jonathon Shlens, Benoit Steiner, Ilya Sutskever, Kunal Talwar, Paul Tucker, Vincent Vanhoucke, Vijay Vasudevan, Fernanda Viegas, Oriol Vinyals, Pete Warden, Martin Wattenberg, Martin Wicke, Yuan Yu, Xiaoqiang Zheng",TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems,abstract,https://arxiv.org/abs/1603.04467v2,,,
450,,,,,"Eldar Insafutdinov, Leonid Pishchulin, Bjoern Andres, Mykhaylo Andriluka, Bernt Schiele","DeeperCut: A Deeper, Stronger, and Faster Multi-Person Pose Estimation Model",abstract,https://arxiv.org/abs/1605.03170v3,,,
451,,,,,"Jiefeng Li, Can Wang, Hao Zhu, Yihuan Mao, Hao-Shu Fang, Cewu Lu",CrowdPose: Efficient Crowded Scenes Pose Estimation and A New Benchmark,abstract,https://arxiv.org/abs/1812.00324v2,,,
452,,,,,"Tero Karras, Timo Aila, Samuli Laine, Jaakko Lehtinen","Progressive Growing of GANs for Improved Quality, Stability, and Variation",abstract,https://arxiv.org/abs/1710.10196v3,,,
453,,,,,"Albert Pumarola, Antonio Agudo, Aleix M. Martinez, Alberto Sanfeliu, Francesc Moreno-Noguer",GANimation: Anatomically-aware Facial Animation from a Single Image,abstract,https://arxiv.org/abs/1807.09251v2,,,
454,,,,,"Xi Chen, Yan Duan, Rein Houthooft, John Schulman, Ilya Sutskever, Pieter Abbeel",InfoGAN: Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets,abstract,https://arxiv.org/abs/1606.03657v1,,,
455,,,,,"Wei-Lun Chang, Hui-Po Wang, Wen-Hsiao Peng, Wei-Chen Chiu",All about Structure: Adapting Structural Information across Domains for Boosting Semantic Segmentation,abstract,https://arxiv.org/abs/1903.12212v1,,,
456,,,,,"Felix Wu, Angela Fan, Alexei Baevski, Yann N. Dauphin, Michael Auli",Pay Less Attention with Lightweight and Dynamic Convolutions,abstract,https://arxiv.org/abs/1901.10430v2,,,
457,,,,,"Judy Hoffman, Eric Tzeng, Taesung Park, Jun-Yan Zhu, Phillip Isola, Kate Saenko, Alexei A. Efros, Trevor Darrell",CyCADA: Cycle-Consistent Adversarial Domain Adaptation,abstract,https://arxiv.org/abs/1711.03213v3,,,
458,,,,,"Phillip Isola, Jun-Yan Zhu, Tinghui Zhou, Alexei A. Efros",Image-to-Image Translation with Conditional Adversarial Networks,abstract,https://arxiv.org/abs/1611.07004v3,,,
459,,,,,"Junho Kim, Minjae Kim, Hyeonwoo Kang, Kwanghee Lee",U-GAT-IT: Unsupervised Generative Attentional Networks with Adaptive Layer-Instance Normalization for Image-to-Image Translation,abstract,https://arxiv.org/abs/1907.10830v1,,,
460,,,,,"Andrew Brock, Jeff Donahue, Karen Simonyan",Large Scale GAN Training for High Fidelity Natural Image Synthesis,abstract,https://arxiv.org/abs/1809.11096v2,,,
461,,,,,"Xiang Xu, Xiong Zhou, Ragav Venkatesan, Gurumurthy Swaminathan, Orchid Majumder",d-SNE: Domain Adaptation Using Stochastic Neighborhood Embedding,abstract,http://openaccess.thecvf.com/content_CVPR_2019/html/Xu_d-SNE_Domain_Adaptation_Using_Stochastic_Neighborhood_Embedding_CVPR_2019_paper.html,,,
462,,,,,"Jeff Donahue, Yangqing Jia, Oriol Vinyals, Judy Hoffman, Ning Zhang, Eric Tzeng, Trevor Darrell",DeCAF: A Deep Convolutional Activation Feature for Generic Visual Recognition,abstract,https://arxiv.org/abs/1310.1531v1,,,
463,,,,,"Min-Hung Chen, Zsolt Kira, Ghassan AlRegib, Jaekwon Yoo, Ruxin Chen, Jian Zheng",Temporal Attentive Alignment for Large-Scale Video Domain Adaptation,abstract,https://arxiv.org/abs/1907.12743v6,,,
464,,,,,"Jindong Wang, Wenjie Feng, Yiqiang Chen, Han Yu, Meiyu Huang, Philip S. Yu",Visual Domain Adaptation with Manifold Embedded Distribution Alignment,abstract,https://arxiv.org/abs/1807.07258v2,,,
465,,,,,"Chen-Yu Lee, Tanmay Batra, Mohammad Haris Baig, Daniel Ulbricht",Sliced Wasserstein Discrepancy for Unsupervised Domain Adaptation,abstract,https://arxiv.org/abs/1903.04064v1,,,
466,,,,,"Vinod Kumar Kurmi, Shanu Kumar, Vinay P Namboodiri",Attending to Discriminative Certainty for Domain Adaptation,abstract,https://arxiv.org/abs/1906.03502v2,,,
467,,,,,"Xiangxiang Chu, Bo Zhang, Hailong Ma, Ruijun Xu, Jixiang Li, Qingyuan Li","Fast, Accurate and Lightweight Super-Resolution with Neural Architecture Search",abstract,https://arxiv.org/abs/1901.07261,,,
468,,,,,"Shu Kong, Charless Fowlkes",Image Reconstruction with Predictive Filter Flow,abstract,https://arxiv.org/abs/1811.11482v1,,,
469,,,,,"Tao Dai, Jianrui Cai, Yongbing Zhang, Shu-Tao Xia, Lei Zhang",Second-Order Attention Network for Single Image Super-Resolution,abstract,http://openaccess.thecvf.com/content_CVPR_2019/html/Dai_Second-Order_Attention_Network_for_Single_Image_Super-Resolution_CVPR_2019_paper.html,,,
470,,,,,"Kamyar Nazeri, Harrish Thasarathan, Mehran Ebrahimi",Edge-Informed Single Image Super-Resolution,abstract,https://arxiv.org/abs/1909.05305v1,,,
471,,,,,"Xintao Wang, Kelvin C. K. Chan, Ke Yu, Chao Dong, Chen Change Loy",EDVR: Video Restoration with Enhanced Deformable Convolutional Networks,abstract,https://arxiv.org/abs/1905.02716v1,,,
472,,,,,"Wenzhe Shi, Jose Caballero, Ferenc Huszár, Johannes Totz, Andrew P. Aitken, Rob Bishop, Daniel Rueckert, Zehan Wang",Real-Time Single Image and Video Super-Resolution Using an Efficient Sub-Pixel Convolutional Neural Network,abstract,https://arxiv.org/abs/1609.05158v2,,,
473,,,,,"Christian Ledig, Lucas Theis, Ferenc Huszar, Jose Caballero, Andrew Cunningham, Alejandro Acosta, Andrew Aitken, Alykhan Tejani, Johannes Totz, Zehan Wang, Wenzhe Shi",Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network,abstract,https://arxiv.org/abs/1609.04802v5,,,
474,,,,,"Jiwon Kim, Jung Kwon Lee, Kyoung Mu Lee",Deeply-Recursive Convolutional Network for Image Super-Resolution,abstract,https://arxiv.org/abs/1511.04491v2,,,
475,,,,,"Xintao Wang, Ke Yu, Shixiang Wu, Jinjin Gu, Yihao Liu, Chao Dong, Chen Change Loy, Yu Qiao, Xiaoou Tang",ESRGAN: Enhanced Super-Resolution Generative Adversarial Networks,abstract,https://arxiv.org/abs/1809.00219v2,,,
476,,,,,"Xintao Wang, Kelvin C. K. Chan, Ke Yu, Chao Dong, Chen Change Loy",EDVR: Video Restoration with Enhanced Deformable Convolutional Networks,abstract,https://arxiv.org/abs/1905.02716v1,,,
477,,,,,"Pengju Liu, Hongzhi Zhang, Kai Zhang, Liang Lin, Wangmeng Zuo",Multi-level Wavelet-CNN for Image Restoration,abstract,https://arxiv.org/abs/1805.07071v2,,,
478,,,,,"Ding Liu, Bihan Wen, Yuchen Fan, Chen Change Loy, Thomas S. Huang",Non-Local Recurrent Network for Image Restoration,abstract,https://arxiv.org/abs/1806.02919v2,,,
479,,,,,"Yulun Zhang, Yapeng Tian, Yu Kong, Bineng Zhong, Yun Fu",Residual Dense Network for Image Restoration,abstract,https://arxiv.org/abs/1812.10477v1,,,
480,,,,,"Diego Valsesia, Giulia Fracastoro, Enrico Magli",Deep Graph-Convolutional Image Denoising,abstract,https://arxiv.org/abs/1907.08448v1,,,
481,,,,,"Xiao-Jiao Mao, Chunhua Shen, Yu-Bin Yang",Image Restoration Using Convolutional Auto-encoders with Symmetric Skip Connections,abstract,https://arxiv.org/abs/1606.08921v3,,,
482,,,,,"Yuntao Chen, Chenxia Han, Yanghao Li, Zehao Huang, Yi Jiang, Naiyan Wang, Zhaoxiang Zhang",SimpleDet: A Simple and Versatile Distributed Framework for Object Detection and Instance Recognition,abstract,https://arxiv.org/abs/1903.05831v1,,,
483,,,,,"Tong Qin, Shaojie Shen",Online Temporal Calibration for Monocular Visual-Inertial Systems,abstract,https://arxiv.org/abs/1808.00692v1,,,
484,,,,,"Lex Fridman, Jack Terwilliger, Benedikt Jenik",DeepTraffic: Crowdsourced Hyperparameter Tuning of Deep Reinforcement Learning Systems for Multi-Agent Dense Traffic Navigation,abstract,https://arxiv.org/abs/1801.02805v2,,,
485,,,,,"Shital Shah, Debadeepta Dey, Chris Lovett, Ashish Kapoor",AirSim: High-Fidelity Visual and Physical Simulation for Autonomous Vehicles,abstract,https://arxiv.org/abs/1705.05065v2,,,
486,,,,,"Eder Santana, George Hotz",Learning a Driving Simulator,abstract,https://arxiv.org/abs/1608.01230v1,,,
487,,,,,"Shuai Shao, Zijian Zhao, Boxun Li, Tete Xiao, Gang Yu, Xiangyu Zhang, Jian Sun",CrowdHuman: A Benchmark for Detecting Human in a Crowd,abstract,https://arxiv.org/abs/1805.00123v1,,,
488,,,,,"Andrew Lavin, Scott Gray",Fast Algorithms for Convolutional Neural Networks,abstract,https://arxiv.org/abs/1509.09308v2,,,
489,,,,,"George Saon, Gakuto Kurata, Tom Sercu, Kartik Audhkhasi, Samuel Thomas, Dimitrios Dimitriadis, Xiaodong Cui, Bhuvana Ramabhadran, Michael Picheny, Lynn-Li Lim, Bergul Roomi, Phil Hall",English Conversational Telephone Speech Recognition by Humans and Machines,abstract,https://arxiv.org/abs/1703.02136v1,,,
490,,,,,"Kyu J. Han, Ramon Prieto, Kaixing Wu, Tao Ma",State-of-the-Art Speech Recognition Using Multi-Stream Self-Attention With Dilated 1D Convolutions,abstract,https://arxiv.org/abs/1910.00716v1,,,
491,,,,,"Mirco Ravanelli, Titouan Parcollet, Yoshua Bengio",The PyTorch-Kaldi Speech Recognition Toolkit,abstract,https://arxiv.org/abs/1811.07453v2,,,
492,,,,,"Christoph Lüscher, Eugen Beck, Kazuki Irie, Markus Kitza, Wilfried Michel, Albert Zeyer, Ralf Schlüter, Hermann Ney",RWTH ASR Systems for LibriSpeech: Hybrid vs Attention -- w/o Data Augmentation,abstract,https://arxiv.org/abs/1905.03072v3,,,
493,,,,,"Daniel Povey, Vijayaditya Peddinti, Daniel Galvez, Pegah Ghahrmani, Vimal Manohar, Xingyu Na, Yiming Wang, Sanjeev Khudanpur",Purely sequence-trained neural networks for ASR based on lattice-free MMI,abstract,https://www.danielpovey.com/files/2016_interspeech_mmi.pdf,,,
494,,,,,"Hossein Hadian, Hossein Sameti, Daniel Povey, Sanjeev Khudanpur",End-to-end speech recognition using lattice-free MMI,abstract,https://www.isca-speech.org/archive/Interspeech_2018/abstracts/1423.html,,,
495,,,,,"Daniel S. Park, William Chan, Yu Zhang, Chung-Cheng Chiu, Barret Zoph, Ekin D. Cubuk, Quoc V. Le",SpecAugment: A Simple Data Augmentation Method for Automatic Speech Recognition,abstract,https://arxiv.org/abs/1904.08779v2,,,
496,,,,,"Awni Hannun, Carl Case, Jared Casper, Bryan Catanzaro, Greg Diamos, Erich Elsen, Ryan Prenger, Sanjeev Satheesh, Shubho Sengupta, Adam Coates, Andrew Y. Ng",Deep Speech: Scaling up end-to-end speech recognition,abstract,https://arxiv.org/abs/1412.5567v2,,,
497,,,,,"Feng-Ju Chang, Anh Tuan Tran, Tal Hassner, Iacopo Masi, Ram Nevatia, Gerard Medioni","ExpNet: Landmark-Free, Deep, 3D Facial Expressions",abstract,https://arxiv.org/abs/1802.00542v1,,,
498,,,,,"N. Majumder, D. Hazarika, A. Gelbukh, E. Cambria, S. Poria",Multimodal Sentiment Analysis using Hierarchical Fusion with Context Modeling,abstract,https://arxiv.org/abs/1806.06228v1,,,
499,,,,,"Soujanya Poria, Erik Cambria, Devamanyu Hazarika, Navonil Majumder, Amir Zadeh, Louis-Philippe Morency",Context-Dependent Sentiment Analysis in User-Generated Videos,abstract,https://www.aclweb.org/anthology/P17-1081/,,,
500,,,,,"Samarth Tripathi, Homayoon Beigi",Multi-Modal Emotion recognition on IEMOCAP Dataset using Deep Learning,abstract,https://arxiv.org/abs/1804.05788v2,,,
501,,,,,"Navonil Majumder, Soujanya Poria, Devamanyu Hazarika, Rada Mihalcea, Alexander Gelbukh, Erik Cambria",DialogueRNN: An Attentive RNN for Emotion Detection in Conversations,abstract,https://arxiv.org/abs/1811.00405v4,,,
502,,,,,"Jonathan Shen, Ruoming Pang, Ron J. Weiss, Mike Schuster, Navdeep Jaitly, Zongheng Yang, Zhifeng Chen, Yu Zhang, Yuxuan Wang, RJ Skerry-Ryan, Rif A. Saurous, Yannis Agiomyrgiannakis, Yonghui Wu",Natural TTS Synthesis by Conditioning WaveNet on Mel Spectrogram Predictions,abstract,https://arxiv.org/abs/1712.05884v2,,,
503,,,,,"Giovanni Morrone, Luca Pasa, Vadim Tikhanoff, Sonia Bergamaschi, Luciano Fadiga, Leonardo Badino",Face Landmark-based Speaker-Independent Audio-Visual Speech Enhancement in Multi-Talker Environments,abstract,https://arxiv.org/abs/1811.02480v3,,,
504,,,,,"Hao Sun, Xu Tan, Jun-Wei Gan, Hongzhi Liu, Sheng Zhao, Tao Qin, Tie-Yan Liu",Token-Level Ensemble Distillation for Grapheme-to-Phoneme Conversion,abstract,https://arxiv.org/abs/1904.03446v3,,,
505,,,,,"Yulia Rubanova, Ricky T. Q. Chen, David Duvenaud",Latent ODEs for Irregularly-Sampled Time Series,abstract,https://arxiv.org/abs/1907.03907v1,,,
